2,0,0,0,10,2,3,0,0,10,8,0,4,0,0,0,7,0,0,0,2,2,0,5,3,0,3,0,0,3,5,0,10,0,0,0,0,0,0,0
9,0,4,0,14,0,2,0,0,11,10,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,2,0,0,5,3,0,8,0,0,0,0,0,6,0
1,0,4,0,15,2,1,0,0,10,7,0,0,0,0,0,5,0,0,0,2,0,0,7,0,0,1,0,0,5,3,0,11,0,0,0,0,0,1,0
2,0,0,0,15,3,1,0,0,11,6,0,2,0,0,0,9,0,4,0,0,0,0,1,1,0,0,0,0,4,7,0,14,0,0,0,0,0,2,0
0,0,2,0,17,2,0,0,0,10,3,0,1,0,0,0,5,0,0,0,1,0,0,11,0,0,0,0,0,3,0,0,9,0,0,0,0,0,3,0
6,0,0,0,10,1,4,0,0,10,11,0,4,0,0,0,4,0,3,0,0,1,0,9,0,0,1,0,0,2,9,0,11,0,0,0,0,0,5,0
5,0,0,0,16,1,7,0,0,11,6,0,4,0,0,0,9,0,0,0,0,3,0,6,2,0,2,0,0,1,5,0,10,0,0,0,0,0,1,0
1,0,4,0,12,5,2,0,0,9,3,0,3,0,0,0,7,0,0,0,0,0,0,7,2,0,3,0,0,2,2,0,9,0,0,0,0,0,5,0
5,0,2,0,14,3,0,0,0,10,9,0,1,0,0,0,4,0,1,0,0,1,0,4,0,0,3,0,0,3,5,0,11,0,0,0,0,0,4,0
3,0,3,0,14,0,6,0,0,9,8,0,5,0,0,0,4,0,1,0,0,0,0,6,0,0,0,0,0,6,0,0,12,0,0,0,0,0,2,0
6,0,0,0,14,2,1,0,0,9,8,0,4,0,0,0,4,0,1,0,1,0,0,5,3,0,0,0,0,11,0,0,11,1,0,0,0,0,4,0
2,0,1,0,15,3,1,0,0,10,7,0,2,0,0,0,4,0,3,0,2,0,0,8,0,0,1,0,0,3,4,0,9,0,0,0,0,0,2,0
1,0,0,0,11,3,3,0,0,10,8,0,6,0,0,0,4,0,4,0,4,0,0,2,0,0,4,0,0,4,2,0,9,0,0,0,0,0,4,0
5,0,1,0,12,3,3,0,0,11,11,0,2,0,0,0,4,0,3,0,0,0,0,7,0,0,0,0,0,6,4,0,9,0,0,0,0,0,1,0
3,0,1,0,13,1,2,0,0,9,9,0,5,0,0,0,3,0,5,0,1,0,0,6,0,0,3,0,0,4,7,0,8,0,0,1,0,0,0,0
6,0,3,0,12,2,1,0,0,9,5,0,6,0,0,0,3,0,0,0,0,0,0,2,2,0,4,0,0,6,1,0,9,1,0,0,0,0,3,0
6,0,0,0,10,1,5,0,0,11,6,0,2,0,0,0,9,0,1,0,0,2,0,6,0,0,2,0,0,9,3,0,8,0,0,0,0,0,4,0
6,0,2,0,15,1,2,0,0,9,5,0,3,0,0,0,5,0,3,0,0,0,1,10,1,0,4,0,0,1,5,0,12,0,0,0,0,0,5,0
4,0,0,0,13,5,2,0,0,10,7,0,2,0,0,0,3,0,1,0,5,4,0,5,2,0,2,0,0,2,5,0,10,0,0,0,0,0,1,0
1,0,5,0,18,3,5,0,0,9,5,0,0,0,0,0,6,0,2,0,0,0,0,5,2,0,4,0,0,4,4,0,9,1,0,0,0,0,5,0
3,0,0,1,15,4,3,0,0,11,6,0,2,0,0,0,4,0,0,0,0,0,0,2,2,0,5,0,0,1,0,0,13,0,0,0,0,0,6,0
5,0,0,0,11,5,2,0,0,11,9,0,0,0,0,0,7,0,1,0,0,0,0,7,0,0,4,0,0,8,0,0,11,0,0,0,0,0,0,0
2,0,4,0,10,0,2,0,0,12,7,0,7,0,0,0,9,0,2,0,0,1,0,6,0,0,2,0,0,8,4,0,7,0,0,0,0,0,2,0
4,0,1,0,14,4,3,0,0,8,8,0,0,0,0,0,6,0,0,0,0,0,0,6,2,0,5,0,0,5,1,0,11,0,0,0,0,0,3,1
0,0,0,0,16,1,3,0,0,11,7,0,3,0,0,0,8,0,0,0,0,1,0,7,3,0,3,0,0,4,1,0,5,0,0,0,0,0,1,0
1,0,0,0,14,5,2,0,0,9,8,0,4,0,0,0,6,0,0,0,1,0,0,11,0,0,3,0,0,3,2,0,8,0,0,1,0,0,0,0
1,0,0,0,16,2,4,0,0,11,6,0,0,0,0,0,5,0,0,0,0,0,0,9,2,0,2,0,0,1,4,0,8,1,0,0,0,0,3,0
2,0,2,1,14,0,3,0,0,11,7,0,7,0,0,0,2,0,0,0,0,0,0,7,1,0,3,0,0,8,2,0,12,0,0,1,0,0,0,0
5,0,0,0,13,1,4,0,0,8,5,0,2,0,0,0,4,0,0,0,0,0,0,9,2,0,5,0,0,7,0,0,9,0,0,0,0,0,0,0
2,0,0,0,12,2,1,0,0,8,6,0,6,0,0,0,4,0,0,0,0,3,0,7,2,0,2,0,0,6,3,0,9,0,0,0,0,0,2,0
2,0,3,0,14,5,4,0,0,10,8,0,5,0,0,0,3,0,0,0,2,4,0,9,2,0,1,0,0,6,3,0,11,0,0,0,0,0,2,0
1,0,0,0,16,2,4,0,0,9,8,0,4,0,0,0,4,0,3,0,0,0,0,11,0,0,1,0,0,8,0,0,11,0,0,0,0,0,4,0
6,0,0,0,10,0,1,0,0,11,9,0,8,0,0,0,3,0,0,0,3,2,0,7,2,0,2,0,0,1,4,0,12,0,0,0,0,0,3,0
3,0,2,0,12,5,4,0,0,10,7,0,6,0,0,0,4,0,4,0,1,0,0,5,0,0,0,0,0,6,1,0,10,0,0,0,0,0,3,0
5,0,0,0,17,1,3,0,0,9,6,0,4,0,0,0,1,0,0,0,0,1,0,8,2,0,1,0,0,4,0,0,12,0,0,0,0,0,1,0
6,0,2,0,16,2,5,0,0,11,6,0,1,0,0,0,6,0,0,0,0,0,0,2,0,0,2,0,0,6,0,0,11,0,0,1,0,0,3,0
1,0,3,0,15,1,4,0,0,9,6,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,2,0,0,10,0,0,0,0,0,3,0
4,0,4,0,13,1,5,0,0,9,4,0,2,0,0,0,4,0,2,0,0,0,1,7,0,0,3,0,0,1,3,0,11,0,0,0,0,0,4,0
5,0,0,0,11,3,1,0,0,9,4,0,6,0,0,0,3,0,0,0,0,0,1,5,0,0,1,0,0,3,6,0,10,0,0,0,0,0,0,0
2,0,2,0,13,4,2,0,0,10,3,0,5,0,0,0,6,0,0,0,0,0,0,9,0,0,2,0,0,6,3,0,8,0,0,0,0,0,3,0
3,0,3,0,11,0,7,0,0,10,6,0,2,0,0,0,7,0,2,0,0,0,0,10,0,0,7,0,0,3,0,0,12,0,0,0,0,0,0,0
3,0,4,0,18,1,2,0,0,11,5,0,3,0,0,0,8,0,0,0,1,0,0,5,0,0,2,0,0,8,0,0,10,0,0,0,0,0,2,0
