10,0,3600,20,120,216,3600,0
23,0,3600,20,120,208,3600,0
22,0,3600,21,120,204,3600,0
34,0,3600,21,120,204,3600,0
5,0,3600,21,120,200,3600,0
11,0,3600,22,120,200,3600,0
13,0,3600,21,120,200,3600,0
6,0,3600,20,120,196,3600,0
31,0,3600,21,120,196,3600,0
3,0,3600,20,120,192,3600,0
17,0,3600,21,120,192,3600,0
30,0,3600,21,120,192,3600,0
39,0,3600,21,120,192,3600,0
4,0,3600,19,120,188,3600,0
14,0,3600,20,120,188,3600,0
16,0,3600,20,120,184,3600,0
27,0,3600,18,120,184,3600,0
20,0,3600,19,120,180,3600,0
7,0,3600,19,120,176,3600,0
9,0,3600,20,120,172,3600,0
24,0,3600,15,120,172,3600,0
35,0,3600,20,120,172,3600,0
37,0,3600,19,120,172,3600,0
29,0,3600,19,120,168,3600,0
1,0,3600,19,120,164,3600,0
21,0,3600,20,120,164,3600,0
36,0,3600,19,120,164,3600,0
15,0,3600,19,120,160,3600,0
38,0,3600,21,120,160,3600,0
40,0,3600,18,120,160,3600,0
